iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
AFG,Asia,Afghanistan,2020-02-24,5.0,5.0,,,,,126,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-02-25,5.0,0.0,,,,,126,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-02-26,5.0,0.0,,,,,126,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-02-27,5.0,0.0,,,,,126,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-02-28,5.0,0.0,,,,,126,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-02-29,5.0,0.0,714,,,,126,0.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-01,5.0,0.0,714,,,,126,0.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-02,5.0,0.0,0.0,,,,126,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-03,5.0,0.0,0.0,,,,126,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-04,5.0,0.0,0.0,,,,126,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-05,5.0,0.0,0.0,,,,126,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-06,5.0,0.0,0.0,,,,126,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-07,8.0,3.0,429,,,,201,75,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-08,8.0,0.0,429,,,,201,0.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-09,8.0,0.0,429,,,,201,0.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-10,8.0,0.0,429,,,,201,0.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-11,11.0,3.0,857,,,,276,75,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-12,11.0,0.0,857,,,,276,0.0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-13,11.0,0.0,857,,,,276,0.0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-14,14.0,3.0,857,,,,351,75,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-15,20.0,6.0,1714,,,,502,151,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-16,25.0,5.0,2429,,,,628,126,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-17,26.0,1.0,2571,,,,653,25,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-18,26.0,0.0,2143,,,,653,0.0,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-19,26.0,0.0,2143,,,,653,0.0,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-20,24.0,,,,,,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-21,24.0,0.0,1714,,,,602,0.0,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-22,34.0,10.0,2286,,,,854,251,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-23,40.0,6.0,2429,1.0,1.0,,1004,151,61,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-24,42.0,2.0,2571,1.0,0.0,,1054,0.05,65,25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-25,74.0,32.0,7143,1.0,0.0,,1858,803,179,25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-26,80.0,6.0,8.0,2.0,1.0,,2008,151,201,0.05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-27,91.0,11.0,9571,2.0,0.0,,2284,276,0.24,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-28,106.0,15.0,11714,2.0,0.0,286,2661,377,294,0.05,0.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-29,114.0,8.0,11429,4.0,2.0,571,2862,201,287,0.1,0.05,14,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-30,114.0,0.0,10571,4.0,0.0,429,2862,0.0,265,0.1,0.0,11,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-03-31,166.0,52.0,17714,4.0,0.0,429,4167,1305,445,0.1,0.0,11,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-01,192.0,26.0,16857,4.0,0.0,429,4.82,653,423,0.1,0.0,11,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-02,235.0,43.0,22143,4.0,0.0,286,5899,1079,556,0.1,0.0,7,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-03,269.0,34.0,25429,5.0,1.0,429,6753,854,638,126,25,11,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-04,270.0,1.0,23429,5.0,0.0,429,6778,25,588,126,0.0,11,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-05,299.0,29.0,26429,7.0,2.0,429,7506,728,663,176,0.05,11,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-06,337.0,38.0,31857,7.0,0.0,429,8.46,954,0.8,176,0.0,11,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-07,367.0,30.0,28714,11.0,4.0,1.0,9213,753,721,276,0.1,25,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-08,423.0,56.0,33.0,14.0,3.0,1429,10619,1406,828,351,75,36,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-09,444.0,21.0,29857,15.0,1.0,1571,11146,527,0.75,377,25,39,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-10,521.0,77.0,36.0,15.0,0.0,1429,13079,1933,904,377,0.0,36,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-11,521.0,0.0,35857,15.0,0.0,1429,13079,0.0,0.9,377,0.0,36,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-12,555.0,34.0,36571,18.0,3.0,1571,13932,854,918,452,75,39,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-13,607.0,52.0,38571,19.0,1.0,1714,15238,1305,968,477,25,43,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-14,665.0,58.0,42571,22.0,3.0,1571,16694,1456,1069,552,75,39,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-15,770.0,105.0,49571,25.0,3.0,1571,19.33,2636,1244,628,75,39,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-16,794.0,24.0,50.0,29.0,4.0,2.0,19932,602,1255,728,0.1,0.05,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-17,845.0,51.0,46286,30.0,1.0,2143,21212,1.28,1162,753,25,54,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-18,908.0,63.0,55286,30.0,0.0,2143,22794,1582,1388,753,0.0,54,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-19,933.0,25.0,54.0,30.0,0.0,1714,23421,628,1356,753,0.0,43,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-20,996.0,63.0,55571,33.0,3.0,2.0,25003,1582,1395,828,75,0.05,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-21,1026.0,30.0,51571,36.0,3.0,2.0,25756,753,1295,904,75,0.05,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-22,1092.0,66.0,46.0,36.0,0.0,1571,27413,1657,1155,904,0.0,39,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-23,1176.0,84.0,54571,40.0,4.0,1571,29521,2109,1.37,1004,0.1,39,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-24,1226.0,50.0,54429,40.0,0.0,1429,30777,1255,1366,1004,0.0,36,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-25,1330.0,104.0,60286,43.0,3.0,1857,33387,2611,1513,1079,75,47,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-26,1463.0,133.0,75714,49.0,6.0,2714,36726,3339,1901,1.23,151,68,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-27,1531.0,68.0,76429,50.0,1.0,2429,38433,1707,1919,1255,25,61,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-28,1703.0,172.0,96714,60.0,10.0,3429,42751,4318,2428,1506,251,86,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-29,1827.0,124.0,105.0,60.0,0.0,3429,45864,3113,2636,1506,0.0,86,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-04-30,1827.0,0.0,93.0,60.0,0.0,2857,45864,0.0,2335,1506,0.0,72,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-05-01,2171.0,344.0,135.0,64.0,4.0,3429,54499,8636,3389,1607,0.1,86,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-05-02,2469.0,298.0,162714,72.0,8.0,4143,61.98,7481,4085,1807,201,104,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-05-03,2469.0,0.0,143714,72.0,0.0,3286,61.98,0.0,3608,1807,0.0,82,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-05-04,2469.0,0.0,134.0,72.0,0.0,3143,61.98,0.0,3364,1807,0.0,79,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-05-05,2469.0,0.0,109429,72.0,0.0,1714,61.98,0.0,2747,1807,0.0,43,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-05-06,3224.0,755.0,199571,95.0,23.0,5.0,80933,18953,5.01,2385,577,126,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-05-07,3392.0,168.0,223571,104.0,9.0,6286,85.15,4217,5612,2611,226,158,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-05-08,3563.0,171.0,198857,105.0,1.0,5857,89443,4293,4992,2636,25,147,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-05-09,3563.0,0.0,156286,105.0,0.0,4714,89443,0.0,3923,2636,0.0,118,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-05-10,4402.0,839.0,276143,119.0,14.0,6714,110505,21062,6932,2987,351,169,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-05-11,4664.0,262.0,313571,120.0,1.0,6857,117082,6577,7872,3012,25,172,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-05-12,4967.0,303.0,356857,127.0,7.0,7857,124688,7606,8958,3188,176,197,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-05-13,4967.0,0.0,249.0,127.0,0.0,4571,124688,0.0,6251,3188,0.0,115,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-05-14,5339.0,372.0,278143,136.0,9.0,4571,134026,9338,6982,3414,226,115,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-05-15,6053.0,714.0,355714,153.0,17.0,6857,151.95,17924,8.93,3841,427,172,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-05-16,6402.0,349.0,405571,168.0,15.0,9.0,160711,8761,10181,4217,377,226,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-05-17,6635.0,233.0,319.0,169.0,1.0,7143,166.56,5849,8008,4242,25,179,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-05-18,7072.0,437.0,344.0,173.0,4.0,7571,177.53,10.97,8636,4343,0.1,0.19,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-05-19,7655.0,583.0,384.0,177.0,4.0,7143,192166,14635,9.64,4443,0.1,179,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-05-20,8145.0,490.0,454.0,187.0,10.0,8571,204466,12301,11397,4694,251,215,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-05-21,8676.0,531.0,476714,193.0,6.0,8143,217796,13.33,11967,4845,151,204,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-05-22,9216.0,540.0,451857,205.0,12.0,7429,231352,13556,11343,5146,301,186,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-05-23,9952.0,736.0,507143,215.0,10.0,6714,249828,18476,12731,5397,251,169,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-05-24,10668.0,716.0,576143,222.0,7.0,7571,267802,17974,14463,5573,176,0.19,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-05-25,11180.0,512.0,586857,223.0,1.0,7143,280655,12853,14732,5598,25,179,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
AFG,Asia,Afghanistan,2020-05-26,11917.0,737.0,608857,224.0,1.0,6714,299156,18501,15284,5623,25,169,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54422,18.6,2581,1337,1803987,,597029,9.59,,,37746,0.5,64.83,511,,,,
